Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Academy Requests),Custom field (Access Card),Custom field (Access Card Request),Custom field (Actual end),Custom field (Actual start),Custom field (Add Participants),Custom field (Add Participants),Custom field (Add Participants),Custom field (Add Participants)Id,Custom field (Add Participants)Id,Custom field (Add Participants)Id,Custom field (AddressedTo),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Approvers),Custom field (Approvers)Id,Custom field (Backout plan),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Complaint Type),Custom field (Development),Custom field (Document Change Type),Custom field (Document URL),Custom field (EDA Tools),Custom field (Employee Relations Request),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (HRIS),Custom field (Hardware Type),Custom field (ID),Custom field (ID),Custom field (ID Numbers Only),Custom field (IT Priority),Custom field (Impact),Custom field (Implementation plan),Custom field (Include Salary),Custom field (Investigation reason),Custom field (Issue color),Custom field (Language),Custom field (Location),Custom field (Location),Custom field (Locked forms),Custom field (Maintenance Type),Custom field (Major incident),Custom field (Medical Insurance Request),Custom field (Open forms),Custom field (Operational categorization),Custom field (Organization Development Request),Custom field (Organizations),Custom field (Others),Custom field (Others)Id,Custom field (Participants),Custom field (Participants)Id,Custom field (Payroll Calculation),Custom field (Pending reason),Custom field (Performance Management Request),Custom field (Personal Document Type),Custom field (Planned end),Custom field (Planned start),Custom field (Priority Security Queue),Custom field (Product categorization),Custom field (Project),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Referral Program Request),Custom field (Request Type),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Request participants),Custom field (Request participants),Custom field (Responders),Custom field (Root cause),Custom field (Salary Included),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Si-Desking Request),Custom field (Source),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Synopsys Request),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to done),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Time to triage normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Vacation Type),Custom field (Vacations Request),Custom field (Vulnerability),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (uuid),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category,Status Category Changed
i need a notebook,SVF-135,10206,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Abdelrahman Afify,712020:e77953fe-74d2-4ba8-aa38-a1df19c14892,Abdelrahman Afify,712020:e77953fe-74d2-4ba8-aa38-a1df19c14892,14/Aug/24 4:17 PM,14/Aug/24 4:45 PM,,14/Aug/24 4:45 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3759e0b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0015b:,,,Notebook,English,,,,,,,,,,,,,,,,,,,,,,,,5:32,31:32,,,,,,,,service-request,,,1_*:*_1_*:*_1657254_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_6981,,,,,,,,,Done,14/Aug/24 4:45 PM
Moving 6 Laptop bags to HQ on Thursday ,SVF-134,10205,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Moussa,712020:7d0ee096-13ac-40ea-a215-c595a9fbc48b,Ahmed Moussa,712020:7d0ee096-13ac-40ea-a215-c595a9fbc48b,14/Aug/24 2:53 PM,15/Aug/24 11:36 AM,,15/Aug/24 11:36 AM,,,0,,,"Dear Admin Team,

Kindly we need to move 6 Laptop bags containing 6 laptops from Siwa Oasis Meeting Room in B2 to Classroom 1 in HQ (For the newcomers).

Note that we want this action on Thursday at about 10:30 AM.

Regards,
Ahmed Mahdy
St. IT Engineer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@16898b0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00153:,,,Other,English,,,,,,,,,,,,,,,,,,,,,,,,3:17,75:17,,,,,,,,service-request,,,1_*:*_1_*:*_8182387_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_66395542,,,,,,,,,Done,15/Aug/24 11:36 AM
AC in row4 in the DDR IP design working area is not cooling properly.,SVF-133,10204,Facility Service Request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Al-Mowafak Essam El-Din,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:ab621af7-efbd-464f-a3ef-84a2a1313128,Mohamed Al-Mowafak Essam El-Din,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:ab621af7-efbd-464f-a3ef-84a2a1313128,14/Aug/24 1:08 PM,14/Aug/24 4:45 PM,,14/Aug/24 4:45 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@735b2f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0014v:,,,AC not cooling properly,English,,,,,,,,,,,,,,,,,,,,,,,,-0:36,12:23,,,,,,,,service-request,,,1_*:*_1_*:*_607541_*|*_3_*:*_1_*:*_12387464_*|*_5_*:*_1_*:*_0,,,,,,,,,Done,14/Aug/24 4:45 PM
i want to fix my chair as being un stable while sittng down on it,SVF-132,10202,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Zeyad Ashraf,712020:b81c0483-fa74-4ad3-88e7-e00145520081,Zeyad Ashraf,712020:b81c0483-fa74-4ad3-88e7-e00145520081,13/Aug/24 5:45 PM,14/Aug/24 6:39 PM,,14/Aug/24 4:15 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@554b346f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0014f:,,,Chair Fixing,English,,,,,,,5,14/Aug/24 6:39 PM,,,,,,,,,,,,,,,,-3:30,9:29,,,,,,,,service-request,,,1_*:*_1_*:*_402286_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_80629071,,,,,,,,,Done,14/Aug/24 4:15 PM
My chair leg wheel is broken and need welding,SVF-131,10200,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Islam Amr,712020:26c99a9e-0eff-44aa-9826-471276ab31ca,Islam Amr,712020:26c99a9e-0eff-44aa-9826-471276ab31ca,13/Aug/24 1:59 PM,13/Aug/24 4:59 PM,,13/Aug/24 4:59 PM,,,0,,,"My chair leg wheel is broken and needs welding 
3rd floor highlighted disk on the attached screenshot 

Thanks in advance",,,,,,,,,,,,,,13/Aug/24 1:58 PM;712020:26c99a9e-0eff-44aa-9826-471276ab31ca;image-20240813-105825.png;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/10008,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6efd8c55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0013z:,,,Chair Fixing,English,,,,,,,,,,,,,,,,,,,,,,,,0:00,12:59,,,,,,,,service-request,,,1_*:*_1_*:*_10813670_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_7756,,13/Aug/24 1:59 PM;712020:26c99a9e-0eff-44aa-9826-471276ab31ca;!image-20240813-105825.png|thumbnail!,,,,,,,Done,13/Aug/24 4:59 PM
I need a notebook.,SVF-130,10199,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Abdelfattah Ibrahim Abdelfattah,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b0f2eb6b-e52d-4875-87ae-e18468311a86,Abdelfattah Ibrahim Abdelfattah,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b0f2eb6b-e52d-4875-87ae-e18468311a86,12/Aug/24 12:53 PM,12/Aug/24 1:32 PM,,12/Aug/24 1:32 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@8d135b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0013r:,,,Notebook,English,,,,,,,,,,,,,,,,,,,,,,,,5:21,31:21,,,,,,,,service-request,,,1_*:*_1_*:*_2286171_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_23942,,,,,,,,,Done,12/Aug/24 1:32 PM
Need to increase lighting at 3rd floor back left quarter (TX Team),SVF-129,10198,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed El Hemeily,712020:98b4d477-55b5-4285-934f-7a262d384548,Ahmed El Hemeily,712020:98b4d477-55b5-4285-934f-7a262d384548,12/Aug/24 11:31 AM,12/Aug/24 12:56 PM,,12/Aug/24 12:56 PM,,,0,,,Need to increase lighting at 3rd floor back left quarter (TX Team),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6cfb7e13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0013j:,,,Other,English,,,,,,,,,,,,,,,,,,,,,,,,6:34,78:34,,,,,,,,service-request,,,1_*:*_1_*:*_5091032_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_10577,,,,,,,,,Done,12/Aug/24 12:56 PM
I need to organize the cables in LG server room,SVF-128,10197,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Moussa,712020:7d0ee096-13ac-40ea-a215-c595a9fbc48b,Ahmed Moussa,712020:7d0ee096-13ac-40ea-a215-c595a9fbc48b,12/Aug/24 11:28 AM,12/Aug/24 5:40 PM,,12/Aug/24 5:40 PM,,,0,,,"Dear Admin Team, 

Kindly we need to organize the cables came out of the pipe as shown in the attached photos, we need to cut the pipe in the ceiling and get the cables out of the pipe and enter them in the top of the rack.

Kindly when you have time let me know to come with you and explain everything to you. 

Regards,
Ahmed Mahdy.
St. IT Engineer. ",,,,,,,,,,,,,,12/Aug/24 11:27 AM;712020:7d0ee096-13ac-40ea-a215-c595a9fbc48b;1f6ccb91-83e3-4ae8-a4c6-44c5cea4dea5.jpeg;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/10004,12/Aug/24 11:27 AM;712020:7d0ee096-13ac-40ea-a215-c595a9fbc48b;5e14c2c4-440f-4f84-8b0b-61edc21359a2.jpeg;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/10006,12/Aug/24 11:27 AM;712020:7d0ee096-13ac-40ea-a215-c595a9fbc48b;b065f393-9f66-4522-a372-94128c5fa06a.jpeg;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/10005,12/Aug/24 11:27 AM;712020:7d0ee096-13ac-40ea-a215-c595a9fbc48b;c610faf7-a96a-4d87-9ab3-8d0eb7d01134.jpeg;https://itsupportsivision.atlassian.net/rest/api/3/attachment/content/10007,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4e661675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0013b:,,,Other,English,,,,,,,,,,,,,,,,,,,,,,,,1:47,73:47,,,,,,,,service-request,,,1_*:*_1_*:*_7517197_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_14819351,,"12/Aug/24 11:28 AM;712020:7d0ee096-13ac-40ea-a215-c595a9fbc48b;!1f6ccb91-83e3-4ae8-a4c6-44c5cea4dea5.jpeg|thumbnail!

!5e14c2c4-440f-4f84-8b0b-61edc21359a2.jpeg|thumbnail!

!b065f393-9f66-4522-a372-94128c5fa06a.jpeg|thumbnail!

!c610faf7-a96a-4d87-9ab3-8d0eb7d01134.jpeg|thumbnail!",,,,,,,Done,12/Aug/24 5:40 PM
New Battery For Mouse,SVF-127,10196,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Hassan Aly,712020:7c4c56b2-1eb3-4623-8497-1f89219e8862,Hassan Aly,712020:7c4c56b2-1eb3-4623-8497-1f89219e8862,12/Aug/24 10:51 AM,12/Aug/24 4:10 PM,,12/Aug/24 1:17 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@ab0f6c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00133:,,,Mouse Battery,English,,,,,,,5,12/Aug/24 4:10 PM,,,,,,,,,,,,,,,,0:33,13:33,,,,,,,,service-request,,,1_*:*_1_*:*_8761955_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_12431,,,,,,,,,Done,12/Aug/24 1:17 PM
test ticket using external email 2,SVF-126,10195,[System] Service request,Canceled,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Won't Do,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Loay,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:d81f7045-6a76-4c0d-a324-d1c484bd1857,Loay,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:d81f7045-6a76-4c0d-a324-d1c484bd1857,11/Aug/24 8:26 PM,12/Aug/24 1:32 PM,,12/Aug/24 1:32 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a93c5c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0012v:,,,Other,English,,,,,,,,,,,,,,,,,,,,,,,,4:27,76:27,,,,,,,,service-request,,,1_*:*_1_*:*_61594801_*|*_10001_*:*_1_*:*_9696_*|*_10004_*:*_1_*:*_0,,,,,,,,,Done,12/Aug/24 1:32 PM
i need a notebook ,SVF-125,10193,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ali Ayman,712020:220412c0-0cb8-41fc-b456-46a2d6a7923a,Ali Ayman,712020:220412c0-0cb8-41fc-b456-46a2d6a7923a,11/Aug/24 5:47 PM,12/Aug/24 1:33 PM,,12/Aug/24 1:33 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3a54d694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0012f:,,,Notebook,English,,,,,,,,,,,,,,,,,,,,,,,,2:26,28:26,,,,,,,,service-request,,,1_*:*_1_*:*_71169859_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_14334,,,,,,,,,Done,12/Aug/24 1:33 PM
I need a pen.,SVF-124,10192,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Abdelfattah Ibrahim Abdelfattah,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b0f2eb6b-e52d-4875-87ae-e18468311a86,Abdelfattah Ibrahim Abdelfattah,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b0f2eb6b-e52d-4875-87ae-e18468311a86,11/Aug/24 5:43 PM,12/Aug/24 1:35 PM,,12/Aug/24 1:35 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5aa4c4dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00127:,,,Pen,English,,,,,,,,,,,,,,,,,,,,,,,,2:24,28:24,,,,,,,,service-request,,,1_*:*_1_*:*_71423212_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_132657,,,,,,,,,Done,12/Aug/24 1:35 PM
I need a notebook.,SVF-123,10191,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Abdelfattah Ibrahim Abdelfattah,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b0f2eb6b-e52d-4875-87ae-e18468311a86,Abdelfattah Ibrahim Abdelfattah,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:b0f2eb6b-e52d-4875-87ae-e18468311a86,11/Aug/24 5:42 PM,12/Aug/24 1:32 PM,,12/Aug/24 1:32 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7365c9f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0011z:,,,Notebook,English,,,,,,,,,,,,,,,,,,,,,,,,2:27,28:27,,,,,,,,service-request,,,1_*:*_1_*:*_71365321_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_9020,,,,,,,,,Done,12/Aug/24 1:32 PM
Shannon Request,SVF-122,10190,[System] Service request,Canceled,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Won't Do,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Ahmed Hossameldin,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:846cb18f-aebe-4880-8c5b-1c392c998ce0,Ahmed Hossameldin,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:846cb18f-aebe-4880-8c5b-1c392c998ce0,11/Aug/24 3:36 PM,12/Aug/24 1:32 PM,,12/Aug/24 1:32 PM,,,0,,,I need shannon please,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2d84e29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0011r:,,,Extra Supplies Request,English,,,,,,,,,,,,,,,,,,,,,,,,4:27,76:27,,,,,,,,service-request,,,1_*:*_1_*:*_78979744_*|*_10001_*:*_1_*:*_7123_*|*_10004_*:*_1_*:*_0,,,,,,,,,Done,12/Aug/24 1:32 PM
Transfer boxes from HQ IT Store to B2 IT Store,SVF-121,10189,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Omar Salah,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:4d7106e6-e3a8-4584-a482-b3afbd6daa0f,Omar Salah,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:4d7106e6-e3a8-4584-a482-b3afbd6daa0f,11/Aug/24 2:21 PM,11/Aug/24 3:05 PM,,11/Aug/24 3:05 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4962500e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0011j:,,,Other,English,,,,,,,,,,,,,,,,,,,,,,,,8:00,80:00,,,,,,,,service-request,,,1_*:*_1_*:*_416492_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_2217206,,,,,,,,,Done,11/Aug/24 3:05 PM
Requesting Card Holder,SVF-120,10188,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Haitham Osama,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:308894d8-f203-4412-a62b-7f81929bba2d,Haitham Osama,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:308894d8-f203-4412-a62b-7f81929bba2d,11/Aug/24 1:31 PM,11/Aug/24 3:10 PM,,11/Aug/24 3:04 PM,,,0,,,"My card holder got torn apart and I need a new one.

Location: Building B, the room right to the HR room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4ad21fdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0011b:,,,ID Holder,English,,,,,,,5,11/Aug/24 3:10 PM,,,,,,,,,,,,,,,,6:00,32:00,,,,,,,,service-request,,,1_*:*_1_*:*_2875729_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_2680582,,,,,,,,,Done,11/Aug/24 3:04 PM
Requesting Mouse Battery,SVF-119,10187,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,High,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Haitham Osama,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:308894d8-f203-4412-a62b-7f81929bba2d,Haitham Osama,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:308894d8-f203-4412-a62b-7f81929bba2d,11/Aug/24 1:30 PM,11/Aug/24 3:10 PM,,11/Aug/24 3:04 PM,,,0,,,"Location: Building B, the room right to the HR room",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@267eea1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00113:,,,Mouse Battery,English,,,,,,,5,11/Aug/24 3:10 PM,,,,,,,,,,,,,,,,3:00,16:00,,,,,,,,service-request,,,1_*:*_1_*:*_2925003_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_2699351,,,,,,,,,Done,11/Aug/24 3:04 PM
"I need one red pen, please.",SVF-118,10186,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Medium,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Mohamed Al-Mowafak Essam El-Din,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:ab621af7-efbd-464f-a3ef-84a2a1313128,Mohamed Al-Mowafak Essam El-Din,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:ab621af7-efbd-464f-a3ef-84a2a1313128,11/Aug/24 12:34 PM,11/Aug/24 3:58 PM,,11/Aug/24 2:27 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5b1bf6f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0010v:,,,Pen,English,,,,,,,5,11/Aug/24 3:58 PM,,,,,,,,,,,,,,,,6:00,32:00,,,,,,,,service-request,,,1_*:*_1_*:*_6328453_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_466074,,,,,,,,,Done,11/Aug/24 2:27 PM
Transfer Boxes from HQ.L. IT Store to HQ.P.IT Store,SVF-117,10185,[System] Service request,Resolved,SVF,Facilities,service_desk,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,,Low,Done,omar.abdelbaset,712020:b231eb7c-3e66-407e-9004-e197c85d54b2,Omar Salah,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:4d7106e6-e3a8-4584-a482-b3afbd6daa0f,Omar Salah,qm:f7fca398-50a3-4af2-b97c-d37dbdf1f9ed:4d7106e6-e3a8-4584-a482-b3afbd6daa0f,11/Aug/24 12:31 PM,11/Aug/24 2:21 PM,,11/Aug/24 2:21 PM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@59b3ab7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0010n:,,,Other,English,,,,,,,,,,,,,,,,,,,,,,,,8:00,80:00,,,,,,,,service-request,,,1_*:*_1_*:*_6503935_*|*_5_*:*_1_*:*_0_*|*_10001_*:*_1_*:*_105601,,,,,,,,,Done,11/Aug/24 2:21 PM
